idx	Organ_system	ICDCode	ICDCodeDescription
1989	endocrine	E08.3313	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, bilateral
1990	endocrine	E08.3319	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye
1991	endocrine	E08.3391	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, right eye
1992	endocrine	E08.3392	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, left eye
1993	endocrine	E08.3393	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, bilateral
1994	endocrine	E08.3399	Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye
1995	endocrine	E08.3411	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, right eye
1996	endocrine	E08.3412	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, left eye
1997	endocrine	E08.3413	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, bilateral
1998	endocrine	E08.3419	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye
1999	endocrine	E08.3491	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, right eye
2000	endocrine	E08.3492	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye
2001	endocrine	E08.3493	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, bilateral
2002	endocrine	E08.3499	Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye
2003	endocrine	E08.3511	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, right eye
2004	endocrine	E08.3512	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye
2005	endocrine	E08.3513	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral
2006	endocrine	E08.3519	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, unspecified eye
2007	endocrine	E08.3521	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye
2008	endocrine	E08.3522	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye
2009	endocrine	E08.3523	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral
2010	endocrine	E08.3529	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye
2011	endocrine	E08.3531	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye
2012	endocrine	E08.3532	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye
2013	endocrine	E08.3533	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral
2014	endocrine	E08.3539	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye
2015	endocrine	E08.3541	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye
2016	endocrine	E08.3542	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye
2017	endocrine	E08.3543	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral
2018	endocrine	E08.3549	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecifi
2019	endocrine	E08.3551	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, right eye
2020	endocrine	E08.3552	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, left eye
2021	endocrine	E08.3553	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, bilateral
2022	endocrine	E08.3559	Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy, unspecified eye
2023	endocrine	E08.3591	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye
2024	endocrine	E08.3592	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye
2025	endocrine	E08.3593	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral
2026	endocrine	E08.3599	Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, unspecified eye
2027	endocrine	E08.36	Diabetes mellitus due to underlying condition with diabetic cataract
2028	endocrine	E08.37X1	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye
2029	endocrine	E08.37X2	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, left eye
2030	endocrine	E08.37X3	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, bilateral
2031	endocrine	E08.37X9	Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, unspecified eye
2032	endocrine	E08.39	Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication
2033	endocrine	E08.40	Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified
2034	endocrine	E08.41	Diabetes mellitus due to underlying condition with diabetic mononeuropathy
2035	endocrine	E08.42	Diabetes mellitus due to underlying condition with diabetic polyneuropathy
2036	endocrine	E08.43	Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
2037	endocrine	E08.44	Diabetes mellitus due to underlying condition with diabetic amyotrophy
2038	endocrine	E08.49	Diabetes mellitus due to underlying condition with other diabetic neurological complication
2039	endocrine	E08.51	Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy without gangrene
2040	endocrine	E08.52	Diabetes mellitus due to underlying condition with diabetic peripheral angiopathy with gangrene
2041	endocrine	E08.59	Diabetes mellitus due to underlying condition with other circulatory complications
2042	endocrine	E08.610	Diabetes mellitus due to underlying condition with diabetic neuropathic arthropathy
2043	endocrine	E08.618	Diabetes mellitus due to underlying condition with other diabetic arthropathy
2044	endocrine	E08.620	Diabetes mellitus due to underlying condition with diabetic dermatitis
2045	endocrine	E08.621	Diabetes mellitus due to underlying condition with foot ulcer
2046	endocrine	E08.622	Diabetes mellitus due to underlying condition with other skin ulcer
2047	endocrine	E08.628	Diabetes mellitus due to underlying condition with other skin complications
2048	endocrine	E08.630	Diabetes mellitus due to underlying condition with periodontal disease
2049	endocrine	E08.638	Diabetes mellitus due to underlying condition with other oral complications
2050	endocrine	E08.641	Diabetes mellitus due to underlying condition with hypoglycemia with coma
2051	endocrine	E08.649	Diabetes mellitus due to underlying condition with hypoglycemia without coma
2052	endocrine	E08.65	Diabetes mellitus due to underlying condition with hyperglycemia
2053	endocrine	E08.69	Diabetes mellitus due to underlying condition with other specified complication
2054	endocrine	E08.8	Diabetes mellitus due to underlying condition with unspecified complications
2055	endocrine	E08.9	Diabetes mellitus due to underlying condition without complications
2056	endocrine	E09.00	Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
2057	endocrine	E09.01	Drug or chemical induced diabetes mellitus with hyperosmolarity with coma
2058	endocrine	E09.10	Drug or chemical induced diabetes mellitus with ketoacidosis without coma
2059	endocrine	E09.11	Drug or chemical induced diabetes mellitus with ketoacidosis with coma
2060	endocrine	E09.21	Drug or chemical induced diabetes mellitus with diabetic nephropathy
2061	endocrine	E09.22	Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease
2062	endocrine	E09.29	Drug or chemical induced diabetes mellitus with other diabetic kidney complication
2063	endocrine	E09.311	Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema
2064	endocrine	E09.319	Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema
2065	endocrine	E09.3211	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye
2066	endocrine	E09.3212	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye
2067	endocrine	E09.3213	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral
2068	endocrine	E09.3219	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye
2069	endocrine	E09.3291	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye
2070	endocrine	E09.3292	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye
2071	endocrine	E09.3293	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral
2072	endocrine	E09.3299	Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye
2073	endocrine	E09.3311	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye
2074	endocrine	E09.3312	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye
2075	endocrine	E09.3313	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral
2076	endocrine	E09.3319	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye
2077	endocrine	E09.3391	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye
2078	endocrine	E09.3392	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye
2079	endocrine	E09.3393	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral
2080	endocrine	E09.3399	Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye
2081	endocrine	E09.3411	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye
2082	endocrine	E09.3412	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye
2083	endocrine	E09.3413	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral
2084	endocrine	E09.3419	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye
2085	endocrine	E09.3493	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral
2086	endocrine	E09.3499	Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye
2087	endocrine	E09.3511	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye
2088	endocrine	E09.3512	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye
2089	endocrine	E09.3513	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral
2090	endocrine	E09.3519	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye
2091	endocrine	E09.3522	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye
2092	endocrine	E09.3533	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral
2093	endocrine	E09.3541	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye
2094	endocrine	E09.3542	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye
2095	endocrine	E09.3551	Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, right eye
2096	endocrine	E09.3552	Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, left eye
2097	endocrine	E09.3553	Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, bilateral
2098	endocrine	E09.3559	Drug or chemical induced diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye
2099	endocrine	E09.3591	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye
2100	endocrine	E09.3592	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye
2101	endocrine	E09.3593	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral
2102	endocrine	E09.3599	Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye
2103	endocrine	E09.36	Drug or chemical induced diabetes mellitus with diabetic cataract
2104	endocrine	E09.37X1	Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, right eye
2105	endocrine	E09.37X2	Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, left eye
2106	endocrine	E09.37X3	Drug or chemical induced diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral
2107	endocrine	E09.39	Drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication
2108	endocrine	E09.40	Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified
2109	endocrine	E09.41	Drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy
2110	endocrine	E09.42	Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy
2111	endocrine	E09.43	Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy
2112	endocrine	E09.44	Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy
2113	endocrine	E09.49	Drug or chemical induced diabetes mellitus with neurological complications with other diabetic neurological complication
2114	endocrine	E09.51	Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene
2115	endocrine	E09.52	Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene
2116	endocrine	E09.59	Drug or chemical induced diabetes mellitus with other circulatory complications
2117	endocrine	E09.610	Drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy
2118	endocrine	E09.618	Drug or chemical induced diabetes mellitus with other diabetic arthropathy
2119	endocrine	E09.620	Drug or chemical induced diabetes mellitus with diabetic dermatitis
2120	endocrine	E09.621	Drug or chemical induced diabetes mellitus with foot ulcer
2121	endocrine	E09.622	Drug or chemical induced diabetes mellitus with other skin ulcer
2122	endocrine	E09.628	Drug or chemical induced diabetes mellitus with other skin complications
2123	endocrine	E09.630	Drug or chemical induced diabetes mellitus with periodontal disease
2124	endocrine	E09.638	Drug or chemical induced diabetes mellitus with other oral complications
2125	endocrine	E09.641	Drug or chemical induced diabetes mellitus with hypoglycemia with coma
2126	endocrine	E09.649	Drug or chemical induced diabetes mellitus with hypoglycemia without coma
2127	endocrine	E09.65	Drug or chemical induced diabetes mellitus with hyperglycemia
2128	endocrine	E09.69	Drug or chemical induced diabetes mellitus with other specified complication
2129	endocrine	E09.8	Drug or chemical induced diabetes mellitus with unspecified complications
2130	endocrine	E09.9	Drug or chemical induced diabetes mellitus without complications
2131	endocrine	E10.10	Type 1 diabetes mellitus with ketoacidosis without coma
2132	endocrine	E10.11	Type 1 diabetes mellitus with ketoacidosis with coma
2133	endocrine	E10.21	Type 1 diabetes mellitus with diabetic nephropathy
2134	endocrine	E10.22	Type 1 diabetes mellitus with diabetic chronic kidney disease
2135	endocrine	E10.29	Type 1 diabetes mellitus with other diabetic kidney complication
2136	endocrine	E10.311	Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema
2137	endocrine	E10.319	Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema
2138	endocrine	E10.3211	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye
2139	endocrine	E10.3212	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye
2140	endocrine	E10.3213	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral
2141	endocrine	E10.3219	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye
2142	endocrine	E10.3291	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye
2143	endocrine	E10.3292	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye
2144	endocrine	E10.3293	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral
2145	endocrine	E10.3299	Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye
2146	endocrine	E10.3311	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye
2147	endocrine	E10.3312	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye
2148	endocrine	E10.3313	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral
2149	endocrine	E10.3319	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye
2150	endocrine	E10.3391	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye
2151	endocrine	E10.3392	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye
2152	endocrine	E10.3393	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral
2153	endocrine	E10.3399	Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye
2154	endocrine	E10.3411	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye
2155	endocrine	E10.3412	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye
2156	endocrine	E10.3413	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral
2157	endocrine	E10.3419	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye
2158	endocrine	E10.3491	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye
2159	endocrine	E10.3492	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye
2160	endocrine	E10.3493	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral
2161	endocrine	E10.3499	Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye
2162	endocrine	E10.3511	Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye
2163	endocrine	E10.3512	Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye
2164	endocrine	E10.3513	Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral
2165	endocrine	E10.3519	Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye
2166	endocrine	E10.3521	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye
2167	endocrine	E10.3522	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye
2168	endocrine	E10.3523	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral
2169	endocrine	E10.3529	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye
2170	endocrine	E10.3531	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye
2171	endocrine	E10.3532	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye
2172	endocrine	E10.3533	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral
2173	endocrine	E10.3539	Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye
2174	endocrine	E10.3541	Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye
2175	endocrine	E10.3542	Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye
2176	endocrine	E10.3543	Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral
2177	endocrine	E10.3549	Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye
2178	endocrine	E10.3551	Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye
2179	endocrine	E10.3552	Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye
2180	endocrine	E10.3553	Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral
2181	endocrine	E10.3559	Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye
2182	endocrine	E10.3591	Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye
2183	endocrine	E10.3592	Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye
2184	endocrine	E10.3593	Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral
2185	endocrine	E10.3599	Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye
2186	endocrine	E10.36	Type 1 diabetes mellitus with diabetic cataract
2187	endocrine	E10.37X1	Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye
2188	endocrine	E10.37X2	Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye
2189	endocrine	E10.37X3	Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral
2190	endocrine	E10.37X9	Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye
2191	endocrine	E10.39	Type 1 diabetes mellitus with other diabetic ophthalmic complication
2192	endocrine	E10.40	Type 1 diabetes mellitus with diabetic neuropathy, unspecified
2193	endocrine	E10.41	Type 1 diabetes mellitus with diabetic mononeuropathy
2194	endocrine	E10.42	Type 1 diabetes mellitus with diabetic polyneuropathy
2195	endocrine	E10.43	Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy
2196	endocrine	E10.44	Type 1 diabetes mellitus with diabetic amyotrophy
2197	endocrine	E10.49	Type 1 diabetes mellitus with other diabetic neurological complication
2198	endocrine	E10.51	Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
2199	endocrine	E10.52	Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene
2200	endocrine	E10.59	Type 1 diabetes mellitus with other circulatory complications
2201	endocrine	E10.610	Type 1 diabetes mellitus with diabetic neuropathic arthropathy
2202	endocrine	E10.618	Type 1 diabetes mellitus with other diabetic arthropathy
2203	endocrine	E10.620	Type 1 diabetes mellitus with diabetic dermatitis
2204	endocrine	E10.621	Type 1 diabetes mellitus with foot ulcer
2205	endocrine	E10.622	Type 1 diabetes mellitus with other skin ulcer
2206	endocrine	E10.628	Type 1 diabetes mellitus with other skin complications
2207	endocrine	E10.630	Type 1 diabetes mellitus with periodontal disease
2208	endocrine	E10.638	Type 1 diabetes mellitus with other oral complications
2209	endocrine	E10.641	Type 1 diabetes mellitus with hypoglycemia with coma
2210	endocrine	E10.649	Type 1 diabetes mellitus with hypoglycemia without coma
2211	endocrine	E10.65	Type 1 diabetes mellitus with hyperglycemia
2212	endocrine	E10.69	Type 1 diabetes mellitus with other specified complication
2213	endocrine	E10.8	Type 1 diabetes mellitus with unspecified complications
2214	endocrine	E10.9	Type 1 diabetes mellitus without complications
2215	endocrine	E11.00	Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
2216	endocrine	E11.01	Type 2 diabetes mellitus with hyperosmolarity with coma
2217	endocrine	E11.10	Type 2 diabetes mellitus with ketoacidosis without coma
2218	endocrine	E11.11	Type 2 diabetes mellitus with ketoacidosis with coma
2219	endocrine	E11.21	Type 2 diabetes mellitus with diabetic nephropathy
2220	endocrine	E11.22	Type 2 diabetes mellitus with diabetic chronic kidney disease
2221	endocrine	E11.29	Type 2 diabetes mellitus with other diabetic kidney complication
2222	endocrine	E11.311	Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema
2223	endocrine	E11.319	Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema
2224	endocrine	E11.321	Type 2 Diabetes Mellitus with Mild Nonproliferative Diabetic Retinopathy with Macular Edema
2225	endocrine	E11.3211	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye
2226	endocrine	E11.3212	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye
2227	endocrine	E11.3213	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral
2228	endocrine	E11.3219	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye
2229	endocrine	E11.329	Type 2 Diabetes Mellitus with Mild Nonproliferative Diabetic Retinopathy without Macular Edema
2230	endocrine	E11.3291	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye
2231	endocrine	E11.3292	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye
2232	endocrine	E11.3293	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral
2233	endocrine	E11.3299	Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye
2234	endocrine	E11.3311	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye
2235	endocrine	E11.3312	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye
2236	endocrine	E11.3313	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral
2237	endocrine	E11.3319	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye
2238	endocrine	E11.339	Type 2 Diabetes Mellitus with Moderate Nonproliferative Diabetic Retinopathy without Macular Edema
2239	endocrine	E11.3391	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye
2240	endocrine	E11.3392	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye
2241	endocrine	E11.3393	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral
2242	endocrine	E11.3399	Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye
2243	endocrine	E11.341	Type 2 Diabetes Mellitus with Severe Nonproliferative Diabetic Retinopathy with Macular Edema
2244	endocrine	E11.3411	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye
2245	endocrine	E11.3412	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye
2246	endocrine	E11.3413	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral
2247	endocrine	E11.3419	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye
2248	endocrine	E11.3491	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye
2249	endocrine	E11.3492	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye
2250	endocrine	E11.3493	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral
2251	endocrine	E11.3499	Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye
2252	endocrine	E11.351	Type 2 Diabetes Mellitus with Proliferative Diabetic Retinopathy with Macular Edema
2253	endocrine	E11.3511	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye
2254	endocrine	E11.3512	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye
2255	endocrine	E11.3513	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral
2256	endocrine	E11.3519	Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye
2257	endocrine	E11.3521	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye
